IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
167517-10122021,10 Dec 2021,2021,07:05:13,7,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Correct incident location,,SW6,0,21000859,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013743,Munster,Munster,,,524250,176850,,,London,Fulham,,,,,,,,,,1
167640-10122021,10 Dec 2021,2021,13:17:36,13,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Within same building,W12 9AP,W12,34128720,21000489,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,522064,179727,522050,179750,51.5033065,-0.2427071,London,Hammersmith,337,Hammersmith,454,Chiswick,2,2,2,1,352,2
167693-10122021,10 Dec 2021,2021,15:07:22,15,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W14,0,21000397,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,Avonmore,Avonmore,,,524250,178550,,,London,Hammersmith,175,Hammersmith,,,1,1,1,1,352,1
167810-10122021,10 Dec 2021,2021,18:34:51,18,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Within same building,W14 9DX,W14,34060279,21000091,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,524244,178293,524250,178250,51.4899443,-0.2118188,London,Hammersmith,252,Hammersmith,411,Fulham,2,2,2,1,352,2
167822-10122021,10 Dec 2021,2021,18:54:00,18,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,W12,0,21000718,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,,,522950,179750,,,London,Hammersmith,205,Hammersmith,,,1,1,1,1,352,1
167866-10122021,10 Dec 2021,2021,20:17:06,20,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W12,0,21000077,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013752,White City,White City,,,522750,180550,,,London,Hammersmith,598,Hammersmith,,,1,1,1,2,704,1
167894-10122021,10 Dec 2021,2021,21:02:52,21,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W14,0,21000328,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,,,524550,178150,,,London,Hammersmith,352,Kensington,594,Wandsworth,2,2,2,1,352,1
167904-10122021,10 Dec 2021,2021,21:19:42,21,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W14,0,21000566,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523750,179650,,,London,Hammersmith,307,Hammersmith,411,Hammersmith,2,2,2,2,704,1
167942-10122021,10 Dec 2021,2021,22:39:24,22,False Alarm,False alarm - Good intent,,Outdoor,Tree scrub ,In street outside gazetteer location,W6 9NZ,W6,34024274,21000302,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013738,Fulham Reach,Fulham Reach,523604,177566,523650,177550,51.4835572092,-0.221272791,London,Hammersmith,242,Hammersmith,,,1,1,1,1,352,1
168024-11122021,11 Dec 2021,2021,03:13:27,3,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Correct incident location,,W12,0,21000093,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013750,Wendell Park,Wendell Park,,,521850,179550,,,London,Chiswick,321,Hammersmith,,,1,1,1,1,352,2
168089-11122021,11 Dec 2021,2021,07:42:25,7,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,W12 7ED,W12,34038611,21000894,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,523257,180788,523250,180750,51.5125845816,-0.2251443123,London,North Kensington,267,Hammersmith,,,1,1,1,1,352,1
168098-11122021,11 Dec 2021,2021,08:16:14,8,Special Service,Special Service,Animal assistance incidents,Non Residential,Pre School/nursery ,Correct incident location,SW6 5SB,SW6,34092597,21000359,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013739,Fulham Town,Fulham Town,524529,176466,524550,176450,51.473462,-0.2083592,London,Fulham,154,Fulham,,,1,1,1,1,352,1
168156-11122021,11 Dec 2021,2021,11:21:14,11,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W6,0,21000478,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,Ravenscourt,Ravenscourt,,,522050,178650,,,London,Hammersmith,255,Chiswick,292,Hammersmith,2,2,2,1,352,1
168224-11122021,11 Dec 2021,2021,13:43:10,13,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W12,0,21000459,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013752,White City,White City,,,522650,180650,,,London,Hammersmith,397,North Kensington,413,Hammersmith,3,3,3,2,704,1
168238-11122021,11 Dec 2021,2021,14:12:15,14,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W12,0,21000077,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013752,White City,White City,,,522650,180650,,,London,Hammersmith,21,Hammersmith,139,North Kensington,2,2,2,1,352,1
168256-11122021,11 Dec 2021,2021,15:21:50,15,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW6,0,21000403,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013742,Lillie,Lillie,,,525350,177750,,,London,Fulham,227,Fulham,254,Kensington,2,2,2,1,352,1
168306-11122021,11 Dec 2021,2021,16:42:40,16,False Alarm,AFA,,Non Residential,Call Centre ,Correct incident location,W14 8XP,W14,34147287,21000028,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,Avonmore,Avonmore,524624,178852,524650,178850,51.4948858717,-0.2061388021,London,Hammersmith,298,Hammersmith,,,1,1,1,1,352,3
168389-11122021,11 Dec 2021,2021,19:13:16,19,Special Service,Special Service,Effecting entry/exit,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW6,0,21000359,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013749,Walham Green,Walham Green,,,525550,177350,,,London,Fulham,341,Fulham,,,1,1,1,1,352,1
168401-11122021,11 Dec 2021,2021,20:07:07,20,False Alarm,AFA,,Non Residential,Telephone exchange,Correct incident location,SW6 1TJ,SW6,34131984,21001069,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,524938,177877,524950,177850,51.486059091,-0.2019712786,London,Fulham,199,Fulham,,,1,1,1,1,352,1
168409-11122021,11 Dec 2021,2021,20:18:03,20,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SW6,0,21000359,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013749,Walham Green,Walham Green,,,525550,177350,,,London,Fulham,522,Kensington,,,1,1,1,1,352,1
168434-11122021,11 Dec 2021,2021,20:49:18,20,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,NW10,0,21001717,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,,,521550,182350,,,London,Park Royal,409,Park Royal,,,1,1,1,1,352,1
168440-11122021,11 Dec 2021,2021,21:07:38,21,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SW6,0,21000798,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013744,Palace & Hurlingham,Palace & Hurlingham,,,525250,176050,,,London,Fulham,226,Fulham,,,1,1,1,1,352,1
168473-11122021,11 Dec 2021,2021,22:02:13,22,False Alarm,AFA,,Non Residential,Single shop ,On land associated with building,W12 7RQ,W12,34167371,21001707,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,523443,180662,523450,180650,51.511413751,-0.2225171954,London,Hammersmith,247,Hammersmith,,,1,1,1,1,352,1
168501-11122021,11 Dec 2021,2021,22:55:32,22,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,W6,0,21000660,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013741,Hammersmith Broadway,Hammersmith Broadway,,,523250,178350,,,London,Hammersmith,171,Hammersmith,,,1,1,1,1,352,1
168545-12122021,12 Dec 2021,2021,00:50:32,0,Special Service,Special Service,Flooding,Non Residential,Purpose built office ,Within same building,W12 0DD,W12,34162842,21000877,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013753,Wormholt,Wormholt,521641,180870,521650,180850,51.5136702,-0.2483995,London,Acton,777,Hammersmith,,,1,1,1,1,352,1
168581-12122021,12 Dec 2021,2021,02:56:09,2,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW6,0,21000359,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013749,Walham Green,Walham Green,,,525150,176950,,,London,Fulham,234,Fulham,,,1,1,1,1,352,1
168620-12122021,12 Dec 2021,2021,06:15:33,6,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,W12,0,21001707,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,,,523450,180650,,,London,Hammersmith,321,Hammersmith,,,1,1,1,1,352,1
168625-12122021,12 Dec 2021,2021,06:52:37,6,False Alarm,AFA,,Other Residential,Boarding House/B&B for homeless/asylum seekers ,Within same building,W6 7LP,W6,34118359,21000727,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,523505,179180,523550,179150,51.498078,-0.222147,London,Hammersmith,120,Hammersmith,,,1,1,1,1,352,1
168679-12122021,12 Dec 2021,2021,09:30:22,9,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W12,0,21000067,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522050,180050,,,London,Hammersmith,265,Hammersmith,320,Acton,2,2,2,1,352,1
168684-12122021,12 Dec 2021,2021,09:42:00,9,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,NW10,0,21000827,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,,,522650,182850,,,London,North Kensington,259,North Kensington,,,1,1,1,2,704,1
168744-12122021,12 Dec 2021,2021,12:30:10,12,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Nearby address - street not listed in gazetteer,,W12,0,21001707,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,,,523450,180650,,,London,Hammersmith,268,Hammersmith,,,1,1,1,1,352,1
168771-12122021,12 Dec 2021,2021,13:45:39,13,False Alarm,AFA,,Non Residential,Single shop ,Nearby address - street not listed in gazetteer,W12 7RQ,W12,34161490,21000894,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,523420,180634,523450,180650,51.5111640943,-0.2228607089,London,Hammersmith,387,Hammersmith,,,1,1,1,1,352,1
168823-12122021,12 Dec 2021,2021,15:55:28,15,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W6,0,21000161,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,,,523750,178950,,,London,Hammersmith,138,Hammersmith,,,1,1,1,1,352,1
168845-12122021,12 Dec 2021,2021,16:24:59,16,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Within same building,W12 0RZ,W12,34020292,21001152,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,522243,181044,522250,181050,51.5151043,-0.239673,London,Acton,405,Acton,434,Hammersmith,3,3,3,1,352,1
168858-12122021,12 Dec 2021,2021,16:55:16,16,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW6,0,21000124,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013749,Walham Green,Walham Green,,,524850,177150,,,London,Fulham,192,Fulham,309,Hammersmith,3,3,3,2,704,1
168866-12122021,12 Dec 2021,2021,17:02:12,17,False Alarm,AFA,,Non Residential,Single shop ,Within same building,W12 7RQ,W12,34039363,21000894,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,523460,180728,523450,180750,51.512,-0.2222536,London,Hammersmith,403,North Kensington,,,1,1,1,1,352,1
168875-12122021,12 Dec 2021,2021,17:24:03,17,False Alarm,AFA,,Non Residential,Single shop ,Within same building,W12 9BL,W12,34011711,21000068,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013750,Wendell Park,Wendell Park,522008,179704,522050,179750,51.5031119,-0.2435215,London,Hammersmith,330,Hammersmith,,,1,1,1,1,352,1
168925-12122021,12 Dec 2021,2021,18:47:33,18,Special Service,Special Service,Flooding,Non Residential,Hairdresser ,Correct incident location,W14 0SJ,W14,34056516,21000597,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,Avonmore,Avonmore,524460,178645,524450,178650,51.4930686396,-0.2085773005,London,Hammersmith,272,Kensington,,,1,1,1,1,352,1
168942-12122021,12 Dec 2021,2021,19:24:45,19,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W6,0,21000380,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,Ravenscourt,Ravenscourt,,,521950,178950,,,London,Hammersmith,254,Hammersmith,254,Chiswick,2,2,2,1,352,1
169034-12122021,12 Dec 2021,2021,23:43:09,23,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,W11,0,21000663,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,,,523850,180350,,,London,North Kensington,263,North Kensington,312,Kensington,5,5,5,2,704,1
169039-13122021,13 Dec 2021,2021,00:20:19,0,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,W11,0,21000663,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,,,523850,180350,,,London,North Kensington,253,North Kensington,317,Hammersmith,5,5,5,3,1056,1
169153-13122021,13 Dec 2021,2021,09:57:33,9,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,W14 0RH,W14,34132880,21000579,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,Avonmore,Avonmore,524178,178762,524150,178750,51.4941738,-0.212604,London,Hammersmith,185,Hammersmith,217,Hammersmith,1,2,2,1,352,1
169163-13122021,13 Dec 2021,2021,10:13:06,10,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SW6,0,21000405,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,Sands End,Sands End,,,525950,175950,,,London,Fulham,328,Fulham,,,1,1,1,1,352,1
169175-13122021,13 Dec 2021,2021,10:28:56,10,False Alarm,AFA,,Other Residential,Nursing/Care Home/Hospice,Correct incident location,W12 9PQ,W12,34011980,21000710,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013750,Wendell Park,Wendell Park,522065,179282,522050,179250,51.4993069,-0.2428466,London,Chiswick,270,Hammersmith,279,Hammersmith,1,2,2,1,352,1
169188-13122021,13 Dec 2021,2021,10:59:44,10,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W6,0,21000140,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,522850,179450,,,London,Hammersmith,230,Hammersmith,,,1,1,1,1,352,1
169222-13122021,13 Dec 2021,2021,12:10:31,12,Fire,Primary Fire,,Other Residential,Other Residential Home ,Correct incident location,W12 0AE,W12,34020469,21000285,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,522184,181323,522150,181350,51.5176315,-0.2404155,London,North Kensington,315,Hammersmith,421,Acton,3,3,3,1,352,1
169272-13122021,13 Dec 2021,2021,13:44:37,13,False Alarm,AFA,,Non Residential,Medical/health centre,Correct incident location,SW6 7LL,SW6,34050598,21000509,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013743,Munster,Munster,524192,177473,524150,177450,51.482586,-0.212856,London,Fulham,173,Fulham,,,1,1,1,1,352,1
169302-13122021,13 Dec 2021,2021,15:12:26,15,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,W14,0,21000464,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,,,524850,178150,,,London,Fulham,236,Fulham,343,Hammersmith,4,5,5,2,704,1
169339-13122021,13 Dec 2021,2021,16:13:45,16,Special Service,Special Service,Assist other agencies,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W12,0,21000030,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013753,Wormholt,Wormholt,,,522450,180250,,,London,Hammersmith,400,Hammersmith,,,1,1,1,1,352,1
169490-13122021,13 Dec 2021,2021,22:36:10,22,False Alarm,AFA,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W14,0,21000231,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,,,524250,178150,,,London,Hammersmith,288,Hammersmith,393,Fulham,2,2,2,1,352,1
169515-14122021,14 Dec 2021,2021,00:03:29,0,Special Service,Special Service,Assist other agencies,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W12,0,21000254,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522150,179750,,,London,Hammersmith,342,Hammersmith,,,1,1,1,1,352,1
169560-14122021,14 Dec 2021,2021,02:54:01,2,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW6,0,21000509,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013742,Lillie,Lillie,,,524850,177650,,,London,Fulham,205,Fulham,349,Chelsea,5,5,5,2,704,2
169564-14122021,14 Dec 2021,2021,03:06:43,3,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Within same building,,SW6,0,21000783,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,Sands End,Sands End,,,525950,176150,,,London,Fulham,340,Fulham,,,1,1,1,1,352,1
169677-14122021,14 Dec 2021,2021,11:39:18,11,False Alarm,False alarm - Good intent,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W14,0,21000540,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,Avonmore,Avonmore,,,524650,178650,,,London,Hammersmith,399,Hammersmith,,,1,1,1,1,352,1
169684-14122021,14 Dec 2021,2021,11:54:01,11,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,W14 8SH,W14,34061918,21000290,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,Avonmore,Avonmore,524403,178848,524450,178850,51.4948992509,-0.2093242337,London,Hammersmith,427,Fulham,,,1,1,1,1,352,1
169788-14122021,14 Dec 2021,2021,16:30:09,16,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W6,0,21000727,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,,,523550,179350,,,London,Hammersmith,150,Hammersmith,,,1,1,1,1,352,1
169882-14122021,14 Dec 2021,2021,20:07:03,20,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW6,0,21000509,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013742,Lillie,Lillie,,,524850,177650,,,London,Fulham,214,Fulham,339,Kensington,5,5,5,1,352,1
169904-14122021,14 Dec 2021,2021,21:01:12,21,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,W6 7LP,W6,34118359,21000727,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,523502,179181,523550,179150,51.4980909973,-0.2221873573,London,Hammersmith,122,Hammersmith,297,North Kensington,2,2,2,1,352,1
